mannerofdeath,armed,age,gender,race,state,mentalillness,threatlevel,flee,bodycamera
shot,knife,34,M,W,MD,FALSE,attack,Not fleeing,FALSE
shot,gun,45,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,vehicle,32,F,B,FL,FALSE,other,Not fleeing,FALSE
shot,gun,31,M,W,MI,FALSE,attack,Not fleeing,FALSE
shot,knife,29,M,H,NE,FALSE,attack,Not fleeing,FALSE
shot,gun,47,F,B,PA,TRUE,attack,Not fleeing,FALSE
shot,unarmed,30,M,H,AZ,FALSE,other,Other,FALSE
shot,knife,27,M,N,OK,FALSE,attack,Not fleeing,FALSE
shot,knife,38,M,H,FL,TRUE,other,Not fleeing,FALSE
shot,gun,33,M,W,MS,TRUE,other,Car,FALSE
shot,gun,25,M,W,OR,TRUE,attack,Car,FALSE
shot,gun,47,M,W,NV,FALSE,attack,Not fleeing,TRUE
shot,gun,49,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot and Tasered,sharp object,36,M,W,OH,FALSE,other,Not fleeing,FALSE
shot,gun,22,M,B,LA,FALSE,undetermined,Foot,FALSE
shot,gun,29,M,H,WA,FALSE,attack,Car,FALSE
shot,knife,52,M,H,FL,TRUE,other,Not fleeing,FALSE
shot,knife,29,M,B,PA,TRUE,attack,Not fleeing,FALSE
shot,gun,37,M,H,NV,FALSE,attack,Not fleeing,TRUE
shot,toy weapon,26,F,W,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,19,M,B,CA,FALSE,undetermined,Car,FALSE
shot,gun,45,M,W,NC,TRUE,other,Not fleeing,FALSE
shot,knife,22,M,B,SC,FALSE,other,Not fleeing,FALSE
shot,unarmed,57,M,B,MD,FALSE,other,Not fleeing,TRUE
shot,gun,46,M,W,FL,FALSE,other,Car,FALSE
shot,gun,27,M,B,NC,TRUE,other,Not fleeing,TRUE
shot,gun,30,M,W,SC,TRUE,other,Foot,FALSE
shot,gun,18,M,B,MO,FALSE,attack,Not fleeing,FALSE
shot,vehicle,25,M,W,TX,FALSE,attack,Not fleeing,TRUE
shot,gun,51,M,W,NH,FALSE,attack,Not fleeing,FALSE
shot,knife,47,M,W,OK,FALSE,other,Not fleeing,FALSE
shot,vehicle,38,M,B,LA,FALSE,attack,Not fleeing,FALSE
shot,vehicle,39,M,B,LA,FALSE,attack,Car,FALSE
shot,sword,30,M,B,CA,FALSE,other,Not fleeing,FALSE
shot,gun,42,M,H,TX,FALSE,other,Car,FALSE
shot,unarmed,22,M,W,NC,FALSE,attack,Not fleeing,FALSE
shot and Tasered,gun,30,M,B,NC,FALSE,attack,Foot,TRUE
shot,vehicle,33,F,W,OR,TRUE,other,Car,FALSE
shot,knife,24,M,H,AZ,FALSE,attack,Not fleeing,FALSE
shot,gun,31,M,B,GA,FALSE,other,Foot,FALSE
shot,gun,25,M,N,AK,FALSE,other,Car,FALSE
shot,gun,28,F,W,TN,FALSE,attack,Not fleeing,FALSE
shot,BB gun,31,M,B,AK,TRUE,other,Foot,FALSE
shot,unarmed,48,M,W,CA,TRUE,attack,Not fleeing,FALSE
shot,gun,53,M,W,IN,FALSE,other,Not fleeing,FALSE
shot,gun,50,M,H,CA,TRUE,attack,Not fleeing,TRUE
shot,gun,55,M,H,FL,FALSE,attack,Not fleeing,FALSE
shot,unarmed,37,M,W,MI,TRUE,other,Not fleeing,FALSE
shot,gun,30,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,gun,36,M,W,IN,TRUE,attack,Not fleeing,FALSE
shot,gun,24,M,B,TN,FALSE,attack,Not fleeing,FALSE
shot,unarmed,35,M,B,AR,TRUE,attack,Foot,TRUE
shot,knife,42,M,W,TN,FALSE,attack,Not fleeing,FALSE
shot,gun,37,M,B,UT,FALSE,attack,Car,FALSE
shot,gun,28,M,W,CO,FALSE,attack,Foot,FALSE
shot,gun,32,M,W,IN,FALSE,attack,Not fleeing,FALSE
shot,gun,27,M,B,LA,FALSE,attack,Car,FALSE
shot,gun,21,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,gun,47,M,W,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,57,M,W,FL,FALSE,other,Not fleeing,FALSE
shot,gun,34,M,B,MO,FALSE,attack,Foot,FALSE
shot,unarmed,34,M,B,TX,FALSE,attack,Foot,FALSE
shot,gun,30,M,W,FL,TRUE,attack,Car,FALSE
shot,vehicle,29,F,H,AZ,FALSE,other,Car,FALSE
shot,wrench,39,M,H,AZ,TRUE,attack,Not fleeing,TRUE
shot,knife,54,M,A,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,27,M,W,TX,FALSE,other,Foot,FALSE
shot,knife,32,M,B,NY,FALSE,other,Not fleeing,TRUE
shot,knife,32,M,N,NE,FALSE,other,Foot,FALSE
shot,gun,47,M,W,CA,FALSE,undetermined,Foot,FALSE
shot,gun,33,M,W,OR,FALSE,attack,Not fleeing,FALSE
shot and Tasered,walking stick,42,M,N,CA,TRUE,other,Foot,FALSE
shot,vehicle,24,M,W,SC,FALSE,attack,Car,FALSE
shot,sword,42,M,W,WA,TRUE,other,Not fleeing,FALSE
shot,gun,34,M,B,MI,FALSE,attack,Not fleeing,FALSE
shot,knife,46,M,W,WV,TRUE,attack,Foot,TRUE
shot,gun,40,M,N,MN,FALSE,attack,Foot,TRUE
shot,gun,30,M,W,CA,FALSE,attack,Not fleeing,TRUE
shot,gun,42,M,H,NY,FALSE,attack,Foot,FALSE
shot,knife,30,M,W,NC,FALSE,attack,Not fleeing,FALSE
shot,gun,63,M,W,GA,TRUE,attack,Not fleeing,TRUE
shot,gun,29,M,H,CO,FALSE,attack,Not fleeing,TRUE
shot,gun,42,M,W,AR,FALSE,attack,Foot,FALSE
shot,undetermined,29,M,W,KY,FALSE,attack,Car,FALSE
shot,knife,29,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,rock,23,M,B,CO,TRUE,attack,Not fleeing,FALSE
shot,gun,47,M,H,NV,TRUE,other,Not fleeing,FALSE
shot,gun,45,M,H,TX,TRUE,other,Not fleeing,TRUE
shot,knife,42,M,W,OR,FALSE,attack,Not fleeing,FALSE
shot,toy weapon,26,M,H,AZ,FALSE,attack,Foot,FALSE
shot,gun,29,M,W,MS,FALSE,attack,Foot,FALSE
shot,hammer,49,F,A,WV,FALSE,other,Not fleeing,FALSE
shot and Tasered,unarmed,17,M,B,OK,FALSE,attack,Foot,FALSE
shot,knife,45,F,W,NC,FALSE,other,Not fleeing,FALSE
shot,knife,51,M,H,FL,FALSE,other,Not fleeing,FALSE
shot,gun,28,M,W,VA,FALSE,attack,Foot,FALSE
shot,gun,37,M,H,TX,FALSE,other,Car,FALSE
shot,unarmed,25,M,W,WA,TRUE,other,Foot,FALSE
shot,baseball bat,35,M,A,CA,FALSE,attack,Not fleeing,FALSE
shot,knife,61,M,H,NM,FALSE,other,Not fleeing,FALSE
shot,gun,33,M,H,AZ,FALSE,other,Not fleeing,FALSE
shot,gun,34,M,H,WI,FALSE,other,Not fleeing,FALSE
shot,gun,59,M,W,MS,TRUE,other,Not fleeing,FALSE
shot,gun,32,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,49,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE
shot,gun,29,M,H,AZ,FALSE,attack,Not fleeing,FALSE
shot,gun,25,M,B,OK,TRUE,attack,Foot,TRUE
shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE
shot,gun,26,M,H,NE,FALSE,attack,Not fleeing,FALSE
shot,knife,36,M,B,CA,FALSE,attack,Not fleeing,TRUE
shot,Taser,45,F,B,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,45,M,W,MD,TRUE,attack,Not fleeing,FALSE
shot,gun,54,M,W,NV,TRUE,other,Not fleeing,FALSE
shot,vehicle,30,M,B,KY,FALSE,attack,Car,FALSE
shot,gun,58,F,W,TX,TRUE,attack,Not fleeing,FALSE
shot,knife,39,M,H,FL,FALSE,other,Not fleeing,FALSE
shot,gun,36,M,B,CA,FALSE,attack,Not fleeing,TRUE
shot,knife,20,M,H,CA,TRUE,attack,Not fleeing,FALSE
shot,gun,17,M,H,AZ,FALSE,attack,Foot,FALSE
shot,unknown weapon,59,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,45,M,O,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,34,F,W,OK,FALSE,attack,Car,FALSE
shot,knife,46,M,H,NC,FALSE,attack,Not fleeing,FALSE
shot,knife,26,M,B,WA,FALSE,attack,Not fleeing,FALSE
shot,gun,29,M,W,ME,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,W,WI,FALSE,other,Car,FALSE
shot,gun,47,M,W,SC,FALSE,attack,Not fleeing,FALSE
shot,unarmed,41,M,W,NY,FALSE,other,Not fleeing,FALSE
shot,gun,28,M,W,MS,TRUE,attack,Car,FALSE
shot,gun,56,M,W,KS,TRUE,attack,Not fleeing,FALSE
shot,gun,41,M,W,FL,FALSE,attack,Car,FALSE
shot,gun,35,M,H,TX,FALSE,other,Not fleeing,FALSE
shot,unknown weapon,59,M,O,FL,FALSE,other,Other,FALSE
shot,gun,49,M,W,KS,TRUE,attack,Foot,FALSE
shot,gun,41,M,B,IL,FALSE,attack,Not fleeing,FALSE
shot,gun,21,M,B,IL,FALSE,other,Not fleeing,FALSE
shot,gun,62,M,W,NC,TRUE,attack,Not fleeing,FALSE
shot,gun,32,F,B,AL,TRUE,attack,Not fleeing,FALSE
shot,gun,22,M,H,TX,FALSE,attack,Foot,FALSE
shot,gun,58,M,W,MD,TRUE,other,Not fleeing,FALSE
shot,vehicle,32,M,W,ME,FALSE,attack,Car,FALSE
shot,unarmed,26,M,A,WA,TRUE,other,Not fleeing,FALSE
shot,unarmed,35,M,N,OK,TRUE,undetermined,Not fleeing,FALSE
shot,gun,27,M,W,CA,FALSE,other,Not fleeing,FALSE
shot,knife,35,M,B,LA,FALSE,attack,Not fleeing,FALSE
shot,crowbar,23,M,B,CA,TRUE,attack,Not fleeing,TRUE
shot,gun,59,M,W,TN,TRUE,attack,Not fleeing,FALSE
shot,gun,23,M,W,CA,TRUE,attack,Car,FALSE
shot,unarmed,41,M,B,MI,FALSE,other,Car,FALSE
shot,knife,56,M,W,MD,FALSE,other,Not fleeing,FALSE
shot,gun,45,M,W,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE
shot,knife,54,M,W,NC,TRUE,attack,Not fleeing,FALSE
shot,gun,39,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,sharp object,41,M,H,CA,FALSE,other,Not fleeing,TRUE
shot,gun,27,M,B,CA,FALSE,other,Not fleeing,FALSE
shot,gun,35,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,26,M,B,MO,FALSE,attack,Foot,FALSE
shot,gun,58,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,gun,46,M,W,TN,FALSE,other,Not fleeing,FALSE
shot,gun,39,M,B,FL,FALSE,other,Not fleeing,FALSE
shot,ax,33,F,H,CA,TRUE,attack,Not fleeing,TRUE
shot,gun,20,M,B,TX,FALSE,other,Foot,FALSE
shot,knife,38,M,W,OR,FALSE,other,Not fleeing,FALSE
shot,gun,32,M,H,CA,FALSE,attack,Car,FALSE
shot,gun,19,M,B,OK,TRUE,other,Car,FALSE
shot,knife,27,M,B,OK,FALSE,attack,Not fleeing,FALSE
shot,barstool,40,M,H,FL,TRUE,attack,Not fleeing,FALSE
shot,unknown weapon,61,M,W,TX,FALSE,other,Not fleeing,FALSE
shot,vehicle,20,M,B,TN,FALSE,attack,Foot,FALSE
shot,unarmed,35,M,H,TX,FALSE,other,Car,FALSE
shot,vehicle,17,M,B,MD,FALSE,attack,Car,FALSE
shot,vehicle,22,M,B,AR,FALSE,attack,Car,FALSE
shot,gun,45,M,W,NH,TRUE,other,Not fleeing,FALSE
shot,unknown weapon,18,M,B,WI,FALSE,other,Other,FALSE
shot,gun,28,M,B,AL,FALSE,attack,Car,FALSE
shot,knife,38,M,H,WA,FALSE,other,Not fleeing,FALSE
shot,knife,53,M,B,IN,FALSE,attack,Not fleeing,FALSE
shot,gun,48,M,W,AK,FALSE,attack,Not fleeing,FALSE
shot,vehicle,20,M,H,TX,FALSE,attack,Car,FALSE
shot,gun,35,M,H,NM,FALSE,attack,Car,FALSE
shot,gun,22,M,W,TX,TRUE,attack,Foot,FALSE
shot,knife,18,M,H,WA,FALSE,other,Not fleeing,FALSE
shot,toy weapon,74,M,B,NY,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,H,TX,TRUE,attack,Foot,FALSE
shot,gun,38,M,W,OH,FALSE,other,Car,FALSE
shot,knife,29,M,W,OH,TRUE,attack,Foot,FALSE
shot,gun,19,M,B,MA,FALSE,attack,Car,TRUE
shot,gun,61,M,B,FL,FALSE,attack,Not fleeing,FALSE
shot,knife,34,M,W,TX,FALSE,attack,Not fleeing,FALSE
shot,knife,35,M,H,TX,TRUE,other,Not fleeing,FALSE
shot,knife,43,M,W,WI,FALSE,other,Not fleeing,FALSE
shot,sword,50,M,W,VA,FALSE,attack,Not fleeing,FALSE
shot,sharp object,32,M,B,OH,FALSE,attack,Not fleeing,TRUE
shot,gun,50,M,B,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,35,M,W,KY,FALSE,other,Not fleeing,FALSE
shot,gun,33,M,W,NE,TRUE,attack,Not fleeing,FALSE
shot,unarmed,18,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,vehicle,50,M,W,OK,FALSE,attack,Car,FALSE
shot,gun,41,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,37,M,B,CO,FALSE,other,Car,FALSE
shot,gun,76,M,W,TN,FALSE,attack,Not fleeing,FALSE
shot,gun,19,M,W,MS,FALSE,attack,Not fleeing,FALSE
shot,gun,40,M,W,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,61,M,W,TX,FALSE,attack,Not fleeing,TRUE
shot,gun,22,M,H,CO,FALSE,attack,Not fleeing,FALSE
shot,gun,52,M,W,MS,FALSE,attack,Car,FALSE
shot,knife,23,M,A,GA,TRUE,attack,Not fleeing,TRUE
shot,knife,67,M,B,FL,FALSE,other,Not fleeing,FALSE
shot,gun,23,M,O,MN,FALSE,other,Foot,TRUE
shot,gun,39,M,B,OH,FALSE,attack,Car,FALSE
shot,hammer,53,M,W,IN,FALSE,other,Not fleeing,FALSE
shot,screwdriver,39,M,N,WA,TRUE,other,Not fleeing,FALSE
shot,knife,26,M,W,IA,TRUE,other,Not fleeing,FALSE
shot,toy weapon,38,F,H,TX,FALSE,attack,Not fleeing,FALSE
shot,unarmed,49,M,A,CA,FALSE,other,Not fleeing,TRUE
shot,gun,34,M,H,CO,FALSE,attack,Foot,FALSE
shot and Tasered,piece of wood,47,M,H,GA,FALSE,attack,Not fleeing,FALSE
shot,scissors,34,M,H,UT,FALSE,other,Foot,FALSE
shot,gun,58,M,W,MO,FALSE,attack,Not fleeing,FALSE
shot,toy weapon,17,F,W,CA,TRUE,attack,Not fleeing,TRUE
shot,unarmed,21,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,knife,37,M,H,FL,FALSE,other,Not fleeing,FALSE
shot,gun,43,M,B,MD,FALSE,attack,Other,FALSE
shot,knife,61,M,W,AR,TRUE,attack,Not fleeing,FALSE
shot,gun,28,M,B,FL,FALSE,attack,Car,FALSE
shot,gun,41,M,W,VA,FALSE,other,Not fleeing,FALSE
shot,gun,23,M,W,OH,TRUE,attack,Not fleeing,FALSE
shot,undetermined,36,M,H,CA,FALSE,undetermined,Not fleeing,FALSE
shot,gun,23,M,B,NC,FALSE,attack,Not fleeing,FALSE
shot,knife,32,M,B,CA,FALSE,attack,Foot,FALSE
shot,gun,62,M,W,KS,FALSE,attack,Not fleeing,FALSE
shot,knife,33,M,H,FL,FALSE,attack,Not fleeing,TRUE
shot,knife,32,M,W,WI,TRUE,attack,Not fleeing,FALSE
shot,gun,69,M,W,WA,TRUE,other,Not fleeing,FALSE
shot,unarmed,35,M,H,WA,FALSE,attack,Not fleeing,FALSE
shot,gun,46,M,W,FL,FALSE,attack,Not fleeing,FALSE
shot,knife,46,M,B,NJ,FALSE,other,Foot,FALSE
shot,gun,22,M,B,FL,FALSE,attack,Car,FALSE
shot,gun,20,M,B,PA,FALSE,attack,Foot,FALSE
shot,gun,30,M,B,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,49,M,B,MD,FALSE,attack,Not fleeing,TRUE
shot,toy weapon,43,M,W,UT,TRUE,other,Not fleeing,TRUE
shot,knife,52,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,56,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,gun,36,M,W,TX,FALSE,attack,Car,FALSE
shot,gun,40,F,W,TX,FALSE,attack,Car,FALSE
shot,toy weapon,52,M,B,CA,FALSE,attack,Not fleeing,TRUE
shot,gun,35,M,W,OK,FALSE,attack,Car,FALSE
shot,gun,35,M,B,AL,FALSE,attack,Foot,FALSE
shot,knife,53,M,H,CO,FALSE,attack,Not fleeing,FALSE
shot,gun,23,M,B,LA,FALSE,other,Not fleeing,FALSE
shot,gun,19,M,B,TX,FALSE,attack,Not fleeing,TRUE
shot,gun,39,M,W,TX,TRUE,attack,Not fleeing,FALSE
shot,knife,28,F,H,NM,TRUE,other,Not fleeing,FALSE
shot,gun,28,M,B,WA,FALSE,attack,Not fleeing,FALSE
shot,gun,53,M,W,AL,TRUE,attack,Not fleeing,FALSE
shot,scissors,27,M,W,NJ,TRUE,other,Not fleeing,FALSE
shot,gun,31,M,B,PA,FALSE,attack,Not fleeing,FALSE
shot,gun,38,M,H,CO,FALSE,other,Car,FALSE
shot,gun,41,M,H,CT,FALSE,attack,Car,TRUE
shot,gun,49,M,W,PA,TRUE,attack,Not fleeing,FALSE
shot,gun,56,M,W,SC,TRUE,other,Not fleeing,FALSE
shot,gun,62,M,H,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,W,IA,FALSE,attack,Car,FALSE
shot and Tasered,knife,46,M,A,TX,TRUE,other,Not fleeing,FALSE
shot,gun,21,M,B,CA,FALSE,attack,Foot,FALSE
shot,unarmed,30,F,W,TX,FALSE,other,Not fleeing,FALSE
shot,gun,36,M,W,WV,FALSE,attack,Other,FALSE
shot,knife,48,M,W,FL,TRUE,other,Not fleeing,FALSE
shot,gun,34,M,B,MN,FALSE,attack,Not fleeing,TRUE
shot,gun,45,M,B,IN,FALSE,attack,Not fleeing,FALSE
shot,gun,19,M,B,CO,FALSE,other,Foot,TRUE
shot,gun,32,M,H,MA,FALSE,attack,Car,FALSE
shot,gun,32,M,W,NV,FALSE,attack,Not fleeing,FALSE
shot,gun,24,M,W,OH,TRUE,attack,Not fleeing,FALSE
shot,gun,65,M,W,AL,TRUE,attack,Not fleeing,FALSE
shot,knife,49,M,B,TN,FALSE,attack,Foot,FALSE
shot,vehicle,19,M,H,CA,FALSE,other,Car,FALSE
shot,gun,56,M,W,AR,TRUE,undetermined,Not fleeing,FALSE
shot,gun,39,M,B,NJ,FALSE,attack,Not fleeing,FALSE
shot,gun,57,M,W,CO,TRUE,other,Foot,FALSE
shot,gun,49,M,W,PA,FALSE,attack,Not fleeing,FALSE
shot,gun,18,M,B,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,27,M,B,MS,FALSE,attack,Foot,TRUE
shot,machete,52,M,H,TX,FALSE,attack,Not fleeing,FALSE
shot,gun and vehicle,37,M,H,MO,FALSE,attack,Foot,FALSE
shot,gun,49,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,51,M,B,TN,TRUE,attack,Not fleeing,FALSE
shot,gun,51,M,B,KS,FALSE,attack,Not fleeing,FALSE
shot,gun,31,F,H,CO,FALSE,attack,Foot,FALSE
shot,gun,25,M,B,IN,FALSE,undetermined,Not fleeing,FALSE
shot,gun,62,M,W,IN,FALSE,attack,Not fleeing,FALSE
shot,gun,27,M,B,TX,FALSE,attack,Car,TRUE
shot,gun,33,M,H,CA,FALSE,attack,Foot,TRUE
shot,gun,39,M,H,CA,FALSE,attack,Foot,FALSE
shot,gun,18,M,B,TX,FALSE,attack,Foot,TRUE
shot,unknown weapon,27,M,W,KY,FALSE,undetermined,Not fleeing,FALSE
shot,toy weapon,57,M,W,NM,FALSE,attack,Not fleeing,FALSE
shot,Taser,29,M,B,OH,FALSE,attack,Foot,FALSE
shot,unarmed,39,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,unarmed,31,M,W,UT,FALSE,other,Not fleeing,TRUE
shot,knife,34,M,W,OR,FALSE,other,Not fleeing,FALSE
shot,shovel,52,M,H,CA,TRUE,attack,Not fleeing,TRUE
shot,unarmed,33,M,B,TN,FALSE,attack,Not fleeing,FALSE
shot,gun,52,M,B,LA,TRUE,attack,Car,FALSE
shot,gun and car,30,M,B,MD,FALSE,attack,Car,FALSE
shot,knife,28,M,W,KS,FALSE,other,Not fleeing,FALSE
shot,gun and vehicle,51,M,H,AZ,FALSE,attack,Other,FALSE
shot,gun,23,M,B,MO,FALSE,other,Foot,FALSE
shot,gun,36,M,W,TX,TRUE,attack,Car,FALSE
shot,gun,37,M,H,CO,FALSE,attack,Not fleeing,FALSE
shot,vehicle,49,M,W,OK,FALSE,attack,Car,TRUE
shot,gun,49,M,W,ID,FALSE,attack,Not fleeing,FALSE
shot,grenade,35,M,W,MT,TRUE,attack,Not fleeing,FALSE
shot,knife,17,M,W,TX,FALSE,other,Not fleeing,FALSE
shot,gun,30,M,W,TN,FALSE,attack,Car,FALSE
shot,vehicle,34,M,H,WI,FALSE,other,Car,FALSE
shot,vehicle,46,M,W,OH,TRUE,other,Car,FALSE
shot,knife,29,M,W,ID,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,B,MO,FALSE,attack,Not fleeing,FALSE
shot,unarmed,43,M,W,CT,FALSE,attack,Not fleeing,FALSE
shot,gun,42,M,B,CA,FALSE,other,Foot,FALSE
shot,knife,40,M,W,TX,FALSE,other,Not fleeing,FALSE
shot,toy weapon,24,M,B,WA,FALSE,undetermined,Foot,FALSE
shot,gun,27,M,B,OK,FALSE,attack,Other,TRUE
shot,gun,41,M,W,WA,FALSE,attack,Foot,FALSE
shot,gun and knife,47,M,H,AZ,FALSE,attack,Not fleeing,FALSE
shot,knife,26,M,B,UT,TRUE,other,Not fleeing,TRUE
shot,gun,20,M,W,IA,FALSE,attack,Foot,FALSE
shot,piece of wood,35,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,toy weapon,31,M,B,TX,TRUE,attack,Not fleeing,TRUE
shot,unarmed,54,M,B,LA,FALSE,undetermined,Not fleeing,FALSE
shot,gun,33,M,H,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,76,M,W,TN,TRUE,attack,Not fleeing,FALSE
shot,knife,31,M,B,MN,FALSE,attack,Not fleeing,TRUE
shot,gun,53,M,B,DC,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,W,TN,FALSE,attack,Foot,FALSE
shot,gun,37,M,W,TX,FALSE,attack,Foot,FALSE
shot,hatchet,57,F,W,VA,TRUE,attack,Not fleeing,TRUE
shot,samurai sword,36,M,W,NY,TRUE,attack,Not fleeing,FALSE
shot and Tasered,gun,39,M,B,NY,FALSE,attack,Foot,TRUE
shot,gun,43,M,W,OR,FALSE,attack,Not fleeing,FALSE
shot,gun,44,M,W,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,B,TN,FALSE,attack,Not fleeing,FALSE
shot and Tasered,knife,49,M,B,PA,FALSE,attack,Not fleeing,FALSE
shot,pellet gun,18,M,B,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,21,M,W,GA,TRUE,attack,Not fleeing,TRUE
shot,gun,57,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,gun,29,M,W,OK,FALSE,attack,Not fleeing,FALSE
shot,knife,58,M,N,WY,TRUE,attack,Not fleeing,FALSE
shot,gun,28,M,W,GA,FALSE,attack,Foot,FALSE
shot,gun,67,M,W,NC,FALSE,attack,Car,FALSE
shot,gun,64,M,W,SC,FALSE,attack,Not fleeing,FALSE
shot and Tasered,gun,32,M,W,LA,TRUE,attack,Not fleeing,FALSE
shot,knife,49,M,B,MD,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,W,SC,FALSE,attack,Other,FALSE
shot,knife,31,M,B,MD,FALSE,attack,Foot,FALSE
shot,toy weapon,20,M,W,CO,TRUE,attack,Not fleeing,FALSE
shot,gun,27,M,B,NY,FALSE,attack,Not fleeing,TRUE
shot,vehicle,38,F,W,MO,FALSE,attack,Car,FALSE
shot and Tasered,unarmed,37,M,W,TX,FALSE,attack,Foot,FALSE
shot,gun and car,36,M,W,CA,FALSE,attack,Car,FALSE
shot and Tasered,knife,35,M,H,GA,FALSE,other,Foot,FALSE
shot,gun,50,M,W,WV,FALSE,attack,Not fleeing,FALSE
shot,gun,75,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,BB gun and vehicle,32,M,W,IL,FALSE,attack,Foot,FALSE
shot,gun,24,M,B,OK,FALSE,attack,Not fleeing,TRUE
shot,wasp spray,37,M,W,FL,TRUE,attack,Not fleeing,FALSE
shot,air pistol,33,M,W,TX,FALSE,attack,Not fleeing,FALSE
shot,knife,37,M,H,CA,TRUE,other,Not fleeing,FALSE
shot,gun,55,M,B,CA,FALSE,other,Not fleeing,TRUE
shot,knife,31,M,W,TX,FALSE,other,Not fleeing,FALSE
shot,gun,54,M,W,OK,TRUE,attack,Not fleeing,TRUE
shot,baton,37,M,B,TX,FALSE,attack,Not fleeing,FALSE
shot,vehicle,48,M,W,NE,FALSE,attack,Not fleeing,FALSE
shot,vehicle,28,M,W,UT,FALSE,attack,Car,FALSE
shot,vehicle,48,M,W,CA,FALSE,other,Car,FALSE
shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE
shot,gun,19,M,W,OK,FALSE,attack,Other,FALSE
shot,gun,21,M,B,CA,FALSE,attack,Foot,FALSE
shot,machete,57,M,H,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,17,M,H,AZ,FALSE,attack,Not fleeing,FALSE
shot,baseball bat,22,M,H,TX,TRUE,other,Not fleeing,TRUE
shot,unarmed,31,M,B,LA,TRUE,undetermined,Foot,FALSE
shot,gun,61,M,B,NC,FALSE,attack,Not fleeing,FALSE
shot,knife,54,F,W,GA,FALSE,attack,Not fleeing,TRUE
shot,gun,28,M,W,NC,TRUE,attack,Not fleeing,FALSE
shot,unarmed,30,M,W,CA,FALSE,other,Not fleeing,FALSE
shot,gun,30,M,B,NY,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,W,ID,FALSE,other,Car,FALSE
shot,gun,26,M,B,GA,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,W,VA,FALSE,attack,Other,FALSE
shot,gun,21,M,B,CA,FALSE,other,Not fleeing,FALSE
shot,vehicle,31,M,B,NY,FALSE,attack,Not fleeing,FALSE
shot,straight edge razor,27,M,W,OR,FALSE,other,Not fleeing,FALSE
shot,gun,34,M,B,AR,FALSE,attack,Car,FALSE
shot,gun and vehicle,22,M,B,MS,FALSE,attack,Car,FALSE
shot,gun,29,M,W,ID,TRUE,attack,Not fleeing,FALSE
shot,knife,38,M,W,NJ,FALSE,attack,Not fleeing,FALSE
shot,gun and vehicle,34,M,W,TX,FALSE,attack,Other,FALSE
shot,gun,30,M,B,MO,FALSE,attack,Car,FALSE
shot,toy weapon,33,F,W,ID,TRUE,attack,Not fleeing,TRUE
shot,gun,21,M,W,OH,FALSE,attack,Car,FALSE
shot,gun,39,M,W,OR,FALSE,attack,Not fleeing,FALSE
